id;runId;repetitionId;repetition;order;seed;questionOrder;conditionOrder;orderStrategy;questionId;condition;retrieval;engine;autoScore;manualScore;blindA;blindB;latencyMs;latencyScope;prepareMs;retrievalMs;generationMs;contextChars;evidenceRecall;evidencePrecision;retrievedIds;timestamp;executionEnvironment;generationMetrics;modelProvenance;answer
t_9ch38l3mmrsn53z2;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;210;20260616;25;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q23;graph;dense;ollama:qwen3:8b;korrekt;;;;4789.63;end-to-end;0.73;0.71;4788.9;7029;1;0.2857142857142857;ideen_herder|uni_jena|schiller|schlacht_jena|fruehromantik|herder|weimarer_klassik|kant|goethe|humboldt|aufklaerung|schelling|fichte|weimar;1784516655710;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":4107.3,""promptTokens"":2342,""completionTokens"":52,""tokensPerSecond"":76.2,""modelLoadMs"":141,""promptEvalMs"":3907.7,""modelTotalMs"":4787.2}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Friedrich Schiller war Professor für Geschichte in Jena und Hauptvertreter der Weimarer Klassik, deren Wegbereiter Johann Gottfried Herder mit seinen »Ideen zur Philosophie der Geschichte der Menschheit« war.
t_f3ltdrtimrsn5634;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;211;20260616;26;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q15;graph;dense;ollama:qwen3:8b;korrekt;;;;2735.94;end-to-end;0.51;0.5;2735.42;4800;1;0.3;ideen_herder|herder|kant|weimarer_klassik|koenigsberg|weimar|krv|kategorischer_imperativ|ding_an_sich|transzendentalphilosophie;1784516658448;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":2249.1,""promptTokens"":1547,""completionTokens"":38,""tokensPerSecond"":78,""modelLoadMs"":140,""promptEvalMs"":2001.7,""modelTotalMs"":2733.6}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der akademische Lehrer des Verfassers der »Ideen zur Philosophie der Geschichte der Menschheit«, Johann Gottfried Herder, war Immanuel Kant.
t_b02p3iydmrsn572n;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;212;20260616;26;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q15;vector;dense;ollama:qwen3:8b;falsch;;;;1275.54;end-to-end;0.14;0.13;1275.4;1804;0.6666666666666666;0.5;ideen_herder|wissenschaftslehre|kant|marx;1784516659727;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":790.5,""promptTokens"":690,""completionTokens"":39,""tokensPerSecond"":80.4,""modelLoadMs"":142.2,""promptEvalMs"":579.2,""modelTotalMs"":1273.6}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Verfasser der »Ideen zur Philosophie der Geschichte der Menschheit« war Johann Gottfried Herder. Sein akademischer Lehrer war Johann Georg Hamann.
t_vbi19heqmrsn57mo;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;213;20260616;27;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q35;vector;dense;ollama:qwen3:8b;korrekt;;;;718.79;end-to-end;0.16;0.14;718.63;1760;;;logik|enzyklopaedie|krv|kant;1784516660448;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":592.1,""promptTokens"":659,""completionTokens"":11,""tokensPerSecond"":86.6,""modelLoadMs"":140,""promptEvalMs"":402.8,""modelTotalMs"":716.7}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Dazu habe ich keine gesicherte Information.
t_cg9tslz5mrsn5b3f;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;214;20260616;27;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q35;graph;dense;ollama:qwen3:8b;korrekt;;;;4487.71;end-to-end;0.91;0.91;4486.8;7438;;;hegel|spinoza|fichte|schelling|berliner_vorlesungen|pantheismusstreit|goethe|lessing|ethik_spinoza|jacobi|mendelssohn|weimarer_klassik|schiller;1784516664939;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":4350.4,""promptTokens"":2458,""completionTokens"":11,""tokensPerSecond"":80.5,""modelLoadMs"":140.1,""promptEvalMs"":4163.4,""modelTotalMs"":4484.6}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Dazu habe ich keine gesicherte Information.
t_aix7yx5dmrsn5ecv;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;215;20260616;28;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q03;graph;dense;ollama:qwen3:8b;korrekt;;;;4224.32;end-to-end;0.55;0.54;4223.78;7003;1;0.15384615384615385;kant|hume|krv|kategorischer_imperativ|ding_an_sich|transzendentalphilosophie|deutscher_idealismus|grundlegung|jacobi|fichte|schelling|hegel|naturphilosophie;1784516669167;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":3918.6,""promptTokens"":2241,""completionTokens"":24,""tokensPerSecond"":78.5,""modelLoadMs"":163.4,""promptEvalMs"":3626.3,""modelTotalMs"":4221.8}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";David Hume weckte Kant nach eigener Aussage aus dem »dogmatischen Schlummer«.
t_t5lvj0jvmrsn5f72;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;216;20260616;28;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q03;vector;dense;ollama:qwen3:8b;korrekt;;;;1084.65;end-to-end;0.12;0.11;1084.54;1747;0.5;0.25;ding_an_sich|transzendentalphilosophie|schopenhauer|hume;1784516670254;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":791.5,""promptTokens"":649,""completionTokens"":24,""tokensPerSecond"":81.8,""modelLoadMs"":145.2,""promptEvalMs"":540.9,""modelTotalMs"":1082.4}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";David Hume weckte Kant nach eigener Aussage aus dem »dogmatischen Schlummer«.
t_2w7o3kgtmrsn5g1n;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;217;20260616;29;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q17;vector;dense;ollama:qwen3:8b;korrekt;;;;1097.53;end-to-end;0.15;0.13;1097.38;1892;0.3333333333333333;0.25;uni_jena|kant|fichte|logik;1784516671355;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":649.7,""promptTokens"":726,""completionTokens"":36,""tokensPerSecond"":80.3,""modelLoadMs"":141.3,""promptEvalMs"":458.8,""modelTotalMs"":1095.5}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Autor der »Wissenschaftslehre«, Johann Gottlieb Fichte, lehrte nach seiner Entlassung in Jena an der Berliner Universität.
t_pmgz18uxmrsn5k06;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;218;20260616;29;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q17;graph;dense;ollama:qwen3:8b;korrekt;;;;5128.75;end-to-end;1.24;1.23;5127.51;7894;1;0.21428571428571427;wissenschaftslehre|uni_jena|reinhold|fichte|schelling|hegel|uni_berlin|uni_heidelberg|atheismusstreit|goethe|schopenhauer|berliner_vorlesungen|humboldt|heine;1784516676486;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":4668.5,""promptTokens"":2561,""completionTokens"":35,""tokensPerSecond"":76.2,""modelLoadMs"":136.3,""promptEvalMs"":4485.8,""modelTotalMs"":5125.5}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Autor der »Wissenschaftslehre«, Johann Gottlieb Fichte, lehrte nach seiner Entlassung aus Jena an der Universität Berlin.
t_cquomu9dmrsn5ncc;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;219;20260616;30;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q19;graph;dense;ollama:qwen3:8b;korrekt;;;;4323.66;end-to-end;1.13;1.12;4322.52;6743;1;0.23076923076923078;dialektik|hegel|logik|marx|historischer_materialismus|junghegelianer|kapital|spinoza|fichte|bauer|feuerbach|wesen_christentums|stirner;1784516680812;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":3873.5,""promptTokens"":2232,""completionTokens"":34,""tokensPerSecond"":75.7,""modelLoadMs"":150.1,""promptEvalMs"":3606.1,""modelTotalMs"":4320.4}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Karl Marx stellte nach eigenen Worten die Dialektik von Georg Wilhelm Friedrich Hegel »vom Kopf auf die Füße«.
t_qmrrzwrlmrsn5odx;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;220;20260616;30;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q19;vector;dense;ollama:qwen3:8b;korrekt;;;;1349.33;end-to-end;0.15;0.14;1349.19;1693;0.3333333333333333;0.25;dialektik|marx|einzige|stirner;1784516682165;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":829.6,""promptTokens"":694,""completionTokens"":42,""tokensPerSecond"":80.7,""modelLoadMs"":142.9,""promptEvalMs"":578.8,""modelTotalMs"":1347.5}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Verfasser des »Kapital«, Karl Marx, stellte nach eigenen Worten die Dialektik von Hegel »vom Kopf auf die Füße«.
t_s9p2hhtjmrsn5pdz;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;221;20260616;31;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q27;vector;dense;ollama:qwen3:8b;korrekt;;;;1294.93;end-to-end;0.14;0.13;1294.79;1700;0.5;0.5;system_ti|transzendentalphilosophie|krv|ethik_spinoza;1784516683463;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":692.7,""promptTokens"":632,""completionTokens"":48,""tokensPerSecond"":79.7,""modelLoadMs"":141,""promptEvalMs"":515.9,""modelTotalMs"":1293}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Denker, der Schelling beeinflusste und Gott mit Natur gleichsetzte, ist Spinoza. Sein Hauptwerk ist die »Ethik, in geometrischer Ordnung dargestellt«.
t_pn4tcf06mrsn5sce;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;222;20260616;31;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q27;graph;dense;ollama:qwen3:8b;korrekt;;;;3828.2;end-to-end;0.61;0.6;3827.59;5674;1;0.4;system_ti|schelling|spinoza|fichte|deutscher_idealismus|franzoesische_revolution|hegel|goethe|lessing|ethik_spinoza;1784516687294;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":2989.6,""promptTokens"":1885,""completionTokens"":64,""tokensPerSecond"":76.3,""modelLoadMs"":169.2,""promptEvalMs"":2762.4,""modelTotalMs"":3825.8}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Baruch de Spinoza verfasste die »Ethik (Spinoza)«, in der er Gott mit Natur gleichsetzte. Der Autor des »System des transzendentalen Idealismus« ist Friedrich Wilhelm Joseph Schelling, der von Spinoza beeinflusst wurde.
t_ebzdwjx1mrsn5vp1;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;223;20260616;32;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q37;graph;dense;ollama:qwen3:8b;enthaltung;;;;4340.96;end-to-end;1.03;1.02;4339.93;7282;0.6666666666666666;0.15384615384615385;fruehromantik|aw_schlegel|uni_jena|schelling|f_schlegel|deutscher_idealismus|hegel|schlacht_jena|system_ti|absoluter_idealismus|krv|kant|fichte;1784516691637;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":4206.4,""promptTokens"":2370,""completionTokens"":11,""tokensPerSecond"":82,""modelLoadMs"":146.8,""promptEvalMs"":3970.3,""modelTotalMs"":4338}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Dazu habe ich keine gesicherte Information.
t_t08ur1x3mrsn5wth;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;224;20260616;32;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q37;vector;dense;ollama:qwen3:8b;korrekt;;;;1453.56;end-to-end;0.13;0.12;1453.44;1647;0.6666666666666666;0.5;aw_schlegel|f_schlegel|deutscher_idealismus|schelling;1784516693094;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":817.6,""promptTokens"":671,""completionTokens"":51,""tokensPerSecond"":80.1,""modelLoadMs"":143.1,""promptEvalMs"":571.3,""modelTotalMs"":1452}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Die frühere Ehefrau August Wilhelm Schlegels, Caroline Michaelis, heiratete Friedrich Schelling. Friedrich Schelling war eine zentrale Figur des Deutschen Idealismus und der Jenaer Frühromantik.
t_9rkpfdkymrsn5xwz;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;225;20260616;33;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q38;vector;dense;ollama:qwen3:8b;korrekt;;;;1418.12;end-to-end;0.14;0.13;1417.98;1623;1;0.75;schlacht_jena|uni_jena|phaenomenologie|franzoesische_revolution;1784516694515;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":728.3,""promptTokens"":648,""completionTokens"":55,""tokensPerSecond"":79.6,""modelLoadMs"":145.3,""promptEvalMs"":540.7,""modelTotalMs"":1416.6}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Die Schlacht bei Jena und Auerstedt am 14. Oktober 1806 leitete den Niedergang der Universität Jena ein, während Hegel dort die »Phänomenologie des Geistes« vollendete.
t_6thv4aa5mrsn62c9;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r3;3;226;20260616;33;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q38;graph;dense;ollama:qwen3:8b;korrekt;;;;5732.36;end-to-end;1.04;1.03;5731.32;8025;1;0.21428571428571427;phaenomenologie|uni_jena|hegel|schlacht_jena|fruehromantik|uni_heidelberg|uni_berlin|enzyklopaedie|fichte|schelling|novalis|reinhold|atheismusstreit|goethe;1784516700249;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":5051.1,""promptTokens"":2661,""completionTokens"":51,""tokensPerSecond"":74.9,""modelLoadMs"":142.3,""promptEvalMs"":4842.6,""modelTotalMs"":5729.5}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Die Schlacht bei Jena und Auerstedt im Oktober 1806 leitete den Niedergang der Universität Jena ein, während Hegel dort die »Phänomenologie des Geistes« vollendete.
